,PRODUCTO,TIENDA,TIPO_TIENDA,MUNICIPIO,ESTADO,INCUMPLIMIENTO
14778,JUGUETES,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.,TIENDA DEPARTAMENTAL,ZEMPOALA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14779,JUGUETES,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.,TIENDA DE AUTOSERVICIO,MINERAL DE LA REFORMA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14780,JUGUETES,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.,TIENDA DE AUTOSERVICIO,MINERAL DE LA REFORMA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14781,APARATOS ELECTRONICOS,VIANA DESCUENTOS  S.A DE C.V.,MUEBLERIA,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14782,ROPA,APPLE'S,BOUTIQUE,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14783,ROPA CABALLERO,PRODUCTOS DEPORTIVOS DE PACHUCA  S.A. DE C.V.  (PIRMA),ARTICULOS DEPORTIVOS,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14784,JUGUETES,TIENDAS SORIANA  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14785,JUGUETES,TIENDAS SORIANA  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14786,JUGUETES,TIENDAS SORIANA  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14787,APARATOS ELECTRONICOS,TIENDAS SORIANA  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14788,ROPA,COMERCIALIZADORA ALMACENES GARCIA DE MEXICO S.A. DE C.V.,ROPA PARA DAMA,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14789,ROPA,COMERCIALIZADORA ALMACENES GARCIA DE MEXICO S.A. DE C.V.,ROPA PARA DAMA,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14790,PANTALON,COMERCIALIZADORA ALMACENES GARCIA DE MEXICO S.A. DE C.V.,ROPA PARA DAMA,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14791,ACCESORIOS DE VESTIR,PER-PIEL,ARTICULOS DE PIEL,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14792,ACCESORIOS DE VESTIR,PER-PIEL,ARTICULOS DE PIEL,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14793,ACCESORIOS DE VESTIR,PER-PIEL,ARTICULOS DE PIEL,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14794,ROPA,ROMANZZINO  S.A. DE C.V. (LIZ MINELLI),BOUTIQUE,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14795,ROPA,ROMANZZINO  S.A. DE C.V. (LIZ MINELLI),BOUTIQUE,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14796,ROPA,ROMANZZINO  S.A. DE C.V. (LIZ MINELLI),BOUTIQUE,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14797,ROPA,EL SOTANO BOUTIQUE,PRENDAS DE VESTIR,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14798,ROPA,EL SOTANO BOUTIQUE,PRENDAS DE VESTIR,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14799,ROPA,EL SOTANO BOUTIQUE,PRENDAS DE VESTIR,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14800,ROPA,BARATIN PACHUCA 1,BOUTIQUE,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14801,ROPA,BARATIN PACHUCA 1,BOUTIQUE,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14802,PANTALON,BARATIN PACHUCA 1,BOUTIQUE,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14803,ROPA,BARATIN PACHUCA 1,BOUTIQUE,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14804,ARTICULOS DE BELLEZA,SUBURBIA  S. DE R.L. DE C.V.,TIENDA DEPARTAMENTAL,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14805,ARTICULOS DE BELLEZA,SUBURBIA  S. DE R.L. DE C.V.,TIENDA DEPARTAMENTAL,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14806,ARTICULOS DE BELLEZA,SEARS OPERADORA MEXICO  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,MINERAL DE LA REFORMA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14807,ARTICULOS DE BELLEZA,SEARS OPERADORA MEXICO  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,MINERAL DE LA REFORMA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14808,ROPA,NUEVA WALMART DE MEXICO  S. DE R.L. DE C.V.,TIENDA DE AUTOSERVICIO,MINERAL DE LA REFORMA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14809,ROPA,NUEVA WALMART DE MEXICO  S. DE R.L. DE C.V.,TIENDA DE AUTOSERVICIO,MINERAL DE LA REFORMA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14810,ROPA,NUEVA WALMART DE MEXICO  S. DE R.L. DE C.V.,TIENDA DE AUTOSERVICIO,MINERAL DE LA REFORMA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14811,ARTICULOS  DE LIMPIEZA,NUEVA WALMART DE MEXICO  S. DE R.L. DE C.V.,TIENDA DE AUTOSERVICIO,MINERAL DE LA REFORMA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14812,LLANTAS PARA AUTOMOVILES,MARPA DE PACHUCA  S.A. DE C.V.,DISTRIBUIDORA DE LLANTAS,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14813,LLANTAS PARA AUTOMOVILES,MARPA DE PACHUCA  S.A. DE C.V.,DISTRIBUIDORA DE LLANTAS,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14814,LLANTAS PARA AUTOMOVILES,MARPA DE PACHUCA  S.A. DE C.V.,DISTRIBUIDORA DE LLANTAS,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14815,LLANTAS PARA AUTOMOVILES,MARPA DE PACHUCA  S.A. DE C.V.,DISTRIBUIDORA DE LLANTAS,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14816,LLANTAS PARA AUTOMOVILES,MARPA DE PACHUCA  S.A. DE C.V.,DISTRIBUIDORA DE LLANTAS,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14817,LLANTAS PARA AUTOMOVILES,MARPA DE PACHUCA  S.A. DE C.V.,DISTRIBUIDORA DE LLANTAS,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14818,LLANTAS PARA AUTOMOVILES,COMERCIALIZADORA NEUMATICOS TARAHUMARA  S.A. DE C.V.,DISTRIBUIDORA DE LLANTAS,MINERAL DE LA REFORMA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14819,LLANTAS PARA AUTOMOVILES,COMERCIALIZADORA NEUMATICOS TARAHUMARA  S.A. DE C.V.,DISTRIBUIDORA DE LLANTAS,MINERAL DE LA REFORMA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14820,LLANTAS PARA AUTOMOVILES,COMERCIALIZADORA NEUMATICOS TARAHUMARA  S.A. DE C.V.,DISTRIBUIDORA DE LLANTAS,MINERAL DE LA REFORMA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14821,LLANTAS PARA AUTOMOVILES,COMERCIALIZADORA NEUMATICOS TARAHUMARA  S.A. DE C.V.,DISTRIBUIDORA DE LLANTAS,MINERAL DE LA REFORMA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14822,ART. DE PERFUMERIA Y BELLEZA,PARFUMS RACHELLE  S.A. DE C.V.,PERFUMERIA,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14823,ART. DE PERFUMERIA Y BELLEZA,PARFUMS RACHELLE  S.A. DE C.V.,PERFUMERIA,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14824,ROPA,VENIDAMA  S.A. DE C.V.,BOUTIQUE,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14825,ROPA,VENIDAMA  S.A. DE C.V.,BOUTIQUE,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14826,ARTICULOS DE BELLEZA,SANBORNS HERMANOS  S.A.,TIENDA DE AUTOSERVICIO,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14827,ARTICULOS  DE LIMPIEZA,TIENDAS SORIANA  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14828,ROPA,EL SOTANO BOUTIQUE,ROPA PARA DAMA,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14829,ROPA,EL SOTANO BOUTIQUE,ROPA PARA DAMA,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14830,LLANTAS PARA AUTOMOVILES,LLANTERA OKINAWA,DISTRIBUIDORA DE LLANTAS,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14831,LLANTAS PARA AUTOMOVILES,MEINEKE CAR CARE CENTER,TALLER MECANICO,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14832,LLANTAS PARA AUTOMOVILES,COMERCIALIZADOR DE LLANTAS TRES SIGLOS  S.A. DE C.V.,DISTRIBUIDORA DE LLANTAS,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14833,LLANTAS PARA AUTOMOVILES,COMERCIALIZADOR DE LLANTAS TRES SIGLOS  S.A. DE C.V.,DISTRIBUIDORA DE LLANTAS,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14834,LLANTAS PARA AUTOMOVILES,COMERCIALIZADOR DE LLANTAS TRES SIGLOS  S.A. DE C.V.,DISTRIBUIDORA DE LLANTAS,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14835,LLANTAS PARA AUTOMOVILES,COMERCIALIZADOR DE LLANTAS TRES SIGLOS  S.A. DE C.V.,DISTRIBUIDORA DE LLANTAS,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14836,FRITURAS Y BOTANAS,CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,MINERAL DE LA REFORMA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14837,LECHE,CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,MINERAL DE LA REFORMA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14838,FORMULA LACTEA,CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,MINERAL DE LA REFORMA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14839,ARTICULOS DE BELLEZA,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14840,ARTICULOS DE BELLEZA,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14841,ARTICULOS  DE LIMPIEZA,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14842,ARTICULOS  DE LIMPIEZA,DOGO + DE 100 PRODUCTOS DE LIMPIEZA,ARTICULOS DE LIMPIEZA,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14843,PRODUCTOS ALIMENTICIOS,CADENA COMERCIAL OXXO  S.A. DE C.V. (MEDINAS),TIENDA DE AUTOSERVICIO,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14844,CATSUP,CADENA COMERCIAL OXXO  S.A. DE C.V. (MEDINAS),TIENDA DE AUTOSERVICIO,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14845,PRODUCTOS LACTEOS,CADENA COMERCIAL OXXO  S.A. DE C.V. (MEDINAS),TIENDA DE AUTOSERVICIO,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14846,PRODUCTOS LACTEOS,CADENA COMERCIAL OXXO  S.A. DE C.V. (CEUNI),TIENDA DE AUTOSERVICIO,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14847,PRODUCTO LACTEO COMBINADO,CADENA COMERCIAL OXXO  S.A. DE C.V. (CEUNI),TIENDA DE AUTOSERVICIO,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14848,ROPA,EL MUNDO DE LA ROPA,BOUTIQUE,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14849,ROPA,EL MUNDO DE LA ROPA,BOUTIQUE,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14850,ROPA,EL MUNDO DE LA ROPA,BOUTIQUE,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14851,PANTALON,BOUTIQUE EL SOTANO  S.A. DE C.V.,BOUTIQUE,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14852,ZAPATOS,ZAPATERIA EL SOTANO,ZAPATERIA,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14853,ROPA CABALLERO,ALDO CONTI  ITALIA,BOUTIQUE,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14854,ROPA CABALLERO,ALDO CONTI  ITALIA,BOUTIQUE,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14855,APARATOS ELECTRONICOS,NUEVA WALMART DE MEXICO  S. DE R.L. DE C.V.,TIENDA DE AUTOSERVICIO,MINERAL DE LA REFORMA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14856,ARTICULOS DE EQUIPAJE,PRODUCTOS DEPORTIVOS DE PACHUCA  S.A. DE C.V. (PIRMA),ZAPATERIA,MINERAL DE LA REFORMA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14857,ROPA,PRODUCTOS DEPORTIVOS DE PACHUCA  S.A. DE C.V. (PIRMA),ZAPATERIA,MINERAL DE LA REFORMA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14858,ZAPATOS,PRODUCTOS DEPORTIVOS DE PACHUCA  S.A. DE C.V. (PIRMA),ZAPATERIA,MINERAL DE LA REFORMA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14859,ZAPATOS,PRODUCTOS DEPORTIVOS DE PACHUCA  S.A. DE C.V. (PIRMA),ZAPATERIA,MINERAL DE LA REFORMA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14860,ZAPATOS,PRODUCTOS DEPORTIVOS DE PACHUCA  S.A. DE C.V. (PIRMA),ZAPATERIA,MINERAL DE LA REFORMA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14861,GELATINAS,CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14862,PRODUCTOS LACTEOS,CADENA COMERCIAL OXXO  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14863,ARTICULOS  DE LIMPIEZA,DOGO + 100 PRODUCTOS DE LIMPIEZA,ARTICULOS DE LIMPIEZA,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14864,ARTICULOS  DE LIMPIEZA,DOGO + 100 PRODUCTOS DE LIMPIEZA,ARTICULOS DE LIMPIEZA,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14865,ROPA,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V. (BODEGA IXMIQUILPAN),TIENDA DE AUTOSERVICIO,IXMIQUILPAN,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14866,PANTALON,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V. (BODEGA IXMIQUILPAN),TIENDA DE AUTOSERVICIO,IXMIQUILPAN,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14867,ROPA,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V. (BODEGA IXMIQUILPAN),TIENDA DE AUTOSERVICIO,IXMIQUILPAN,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14868,ZAPATOS,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V. (BODEGA IXMIQUILPAN),TIENDA DE AUTOSERVICIO,IXMIQUILPAN,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14869,ZAPATOS,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V. (BODEGA IXMIQUILPAN),TIENDA DE AUTOSERVICIO,IXMIQUILPAN,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14870,ZAPATOS,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V. (BODEGA IXMIQUILPAN),TIENDA DE AUTOSERVICIO,IXMIQUILPAN,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14871,ROPA CABALLERO,NUEVA WALMART DE MEXICO  S. DE R.L. DE C.V.,TIENDA DE AUTOSERVICIO,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14872,PANTALON,NUEVA WALMART DE MEXICO  S. DE R.L. DE C.V.,TIENDA DE AUTOSERVICIO,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14873,ZAPATOS,NUEVA WALMART DE MEXICO  S. DE R.L. DE C.V.,TIENDA DE AUTOSERVICIO,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14874,ROPA,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.,TIENDA DEPARTAMENTAL,ZEMPOALA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14875,PLAYERAS,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.,TIENDA DEPARTAMENTAL,ZEMPOALA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14876,ZAPATOS,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.,TIENDA DEPARTAMENTAL,ZEMPOALA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14877,ZAPATOS,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.,TIENDA DEPARTAMENTAL,ZEMPOALA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14878,ZAPATOS,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.,TIENDA DEPARTAMENTAL,ZEMPOALA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14879,ACEITE COMESTIBLE,ABARROTES EL COMBATE,ABARROTES,TLAXCOAPAN,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14880,MAYONESA,ABARROTES EL COMBATE,ABARROTES,TLAXCOAPAN,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14881,COMPUTADORAS PERSONALES,OFFICE DEPOT DE MEXICO  S.A. DE C.V.,PAPELERIA,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14882,ROPA,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.,TIENDA DE AUTOSERVICIO,MINERAL DE LA REFORMA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14883,ZAPATOS,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.,TIENDA DE AUTOSERVICIO,MINERAL DE LA REFORMA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14884,ZAPATOS,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.,TIENDA DE AUTOSERVICIO,MINERAL DE LA REFORMA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14885,MAYONESA,ABARROTES  LA FE,ABARROTES,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14886,LECHE,ABARROTES  LA FE,ABARROTES,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14887,CHILES,ABARROTES  LA FE,ABARROTES,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14888,TEQUILA REPOSADO,ABARROTES LOS GIRASOLES,ABARROTES VINOS Y LICORES,MINERAL DE LA REFORMA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14889,RON,ABARROTES LOS GIRASOLES,ABARROTES VINOS Y LICORES,MINERAL DE LA REFORMA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14890,TEQUILA REPOSADO,CADENA COMERCIAL OXXO  S.A. DE C.V.  (GAS LA NORIA),TIENDA DE AUTOSERVICIO,MINERAL DE LA REFORMA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14891,BRANDY,CADENA COMERCIAL OXXO  S.A. DE C.V.  (GAS LA NORIA),TIENDA DE AUTOSERVICIO,MINERAL DE LA REFORMA,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14892,NECTAR,ABARROTES LA ESQUINITA,ABARROTES,ACTOPAN,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14893,ACEITE COMESTIBLE,ABARROTES LA ESQUINITA,ABARROTES,ACTOPAN,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14894,MAYONESA,ABARROTES LA ESQUINITA,ABARROTES,ACTOPAN,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14895,ACCESORIOS DE VESTIR,COPPEL  S.A. DE C.V.   (PLAZA VALLE),TIENDA DEPARTAMENTAL,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14896,ACCESORIOS DE VESTIR,COPPEL  S.A. DE C.V.   (PLAZA VALLE),TIENDA DEPARTAMENTAL,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14897,ZAPATOS,COPPEL  S.A. DE C.V.   (PLAZA VALLE),TIENDA DEPARTAMENTAL,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14898,ROPA CABALLERO,OPERADORA FACTORY  S.A. DE C.V.,ZAPATERIA,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14899,ROPA CABALLERO,OPERADORA FACTORY  S.A. DE C.V.,ZAPATERIA,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14900,PANTALON,OPERADORA FACTORY  S.A. DE C.V.,ZAPATERIA,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14901,TEQUILA REPOSADO,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.,TIENDA DE AUTOSERVICIO,PROGRESO DE OBREGON,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14902,RON,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.,TIENDA DE AUTOSERVICIO,PROGRESO DE OBREGON,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14903,ZAPATOS,COPPEL  S.A. DE C.V.,TIENDA DEPARTAMENTAL,PROGRESO DE OBREGON,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14904,ROPA,COPPEL  S.A. DE C.V.,TIENDA DEPARTAMENTAL,PROGRESO DE OBREGON,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14905,ACCESORIOS DE VESTIR,ACCESORIOS PIQUI,BOUTIQUE,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14906,ROPA,ACCESORIOS PIQUI,BOUTIQUE,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14907,ROPA,BOUTIQUE BONITA,BOUTIQUE,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14908,PANTALON,BOUTIQUE BONITA,BOUTIQUE,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14909,ROPA,BOUTIQUE BONITA,BOUTIQUE,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14910,ROPA,BOUTIQUE PASTTEN,BOUTIQUE,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14911,ROPA,BOUTIQUE PASTTEN,BOUTIQUE,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14912,AGUA  PURIFICADA,ABARROTES ANTONELA,ABARROTES,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14913,GELATINAS,ABARROTES ANTONELA,ABARROTES,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14914,ACEITE COMESTIBLE,ABARROTES EL JACALITO,ABARROTES,MINERAL DEL MONTE,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14915,SARDINAS,ABARROTES EL JACALITO,ABARROTES,MINERAL DEL MONTE,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14916,PRODUCTOS LACTEOS,ABARROTES  PAPELERIA Y REGALOS MARIFER,ABARROTES,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14917,LECHE,CREMERIA MARIA,ABARROTES,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14918,JUGOS,CREMERIA MARIA,ABARROTES,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14919,JUGOS,MISCELANEA CASA SERA,ABARROTES,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14920,ATUN,MISCELANEA CASA SERA,ABARROTES,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14921,FRIJOLES,MISCELANEA CASA SERA,ABARROTES,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14922,DETERGENTE LIQUIDO,TIENDAS SORIANA  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
14923,COMIDA,TIENDAS SORIANA  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,PACHUCA DE SOTO,HIDALGO,NO SE DETECTO INCUMPLIMIENTO
